"Gene" "Type"
"EMC4" "protein_coding"
"SLC12A6" "protein_coding"
"AC079203.2" "lncRNA"
"AC021822.1" "misc_RNA"
"NOP10" "protein_coding"
"NUTM1" "protein_coding"
"LPCAT4" "protein_coding"
"ACTG1P15" "processed_pseudogene"
"GOLGA8A" "protein_coding"
"MIR1233-1" "miRNA"
"AC025678.1" "processed_pseudogene"
"AC025678.2" "unprocessed_pseudogene"
"AC025678.3" "TEC"
"HNRNPLP2" "unprocessed_pseudogene"
"FSCN1P1" "processed_pseudogene"
"AC027139.2" "unprocessed_pseudogene"
"GOLGA8B" "protein_coding"
"MIR1233-2" "miRNA"
"AC027139.1" "unprocessed_pseudogene"
"AC100834.1" "snoRNA"
"LINC02252" "lncRNA"
"AC100834.2" "lncRNA"
"GJD2" "protein_coding"
"AC087457.1" "lncRNA"
"ACTC1" "protein_coding"
"AC018868.2" "processed_pseudogene"
"AQR" "protein_coding"
"AC018868.1" "processed_pseudogene"
"ZNF770" "protein_coding"
"AC114546.3" "TEC"
"AC114546.1" "lncRNA"
"AC114546.4" "TEC"
"AC114546.2" "lncRNA"
"AC021231.3" "processed_pseudogene"
"NANOGP8" "protein_coding"
"AC021231.2" "processed_pseudogene"
"AC021231.1" "lncRNA"
"PRELID1P4" "processed_pseudogene"
"ANP32AP1" "transcribed_processed_pseudogene"
"DPH6" "protein_coding"
"NUTF2P6" "processed_pseudogene"
"RBM17P4" "processed_pseudogene"
"MIR3942" "miRNA"
"AC019288.1" "processed_pseudogene"
"HNRNPA1P45" "processed_pseudogene"
"DPH6-DT" "lncRNA"
"AC068867.1" "unprocessed_pseudogene"
"LINC02853" "lncRNA"
"MIR4510" "miRNA"
"AC021351.1" "lncRNA"
"AC087516.1" "lncRNA"
"AC087516.2" "lncRNA"
"COX6CP4" "processed_pseudogene"
"C15orf41" "protein_coding"
"AC103988.1" "processed_pseudogene"
"LARP4P" "transcribed_processed_pseudogene"
"TPST2P1" "processed_pseudogene"
"AC013640.1" "lncRNA"
"CSNK1A1P1" "transcribed_processed_pseudogene"
"AC018563.1" "snoRNA"
"AC018563.2" "lncRNA"
"MEIS2" "protein_coding"
"MIR8063" "miRNA"
"AC069483.1" "misc_RNA"
"AC078909.1" "lncRNA"
"AC078909.2" "lncRNA"
"AC087283.2" "misc_RNA"
"AC087283.1" "processed_pseudogene"
"AC068875.1" "lncRNA"
"AC016304.1" "processed_pseudogene"
"TMCO5A" "protein_coding"
"LINC02345" "lncRNA"
"LINC01852" "lncRNA"
"AC087473.1" "lncRNA"
"SPRED1" "protein_coding"
"FAM98B" "protein_coding"
"AC109631.1" "processed_pseudogene"
"RASGRP1" "protein_coding"
"AC116158.3" "lncRNA"
"AC116158.1" "lncRNA"
"AC116158.2" "lncRNA"
"LINC02694" "lncRNA"
"AC022929.1" "lncRNA"
"AC022929.2" "lncRNA"
"AC013652.1" "lncRNA"
"AC087878.1" "lncRNA"
"AC113146.1" "lncRNA"
"C15orf54" "lncRNA"
"AC013652.2" "lncRNA"
"AC109630.1" "lncRNA"
"AC022196.1" "lncRNA"
"THBS1" "protein_coding"
"AC037198.1" "lncRNA"
"AC037198.2" "lncRNA"
"FSIP1" "protein_coding"
"AC023908.2" "lncRNA"
"AC023908.3" "lncRNA"
"GPR176" "protein_coding"
"AC023908.1" "lncRNA"
"GPR176-DT" "lncRNA"
"AC012377.1" "misc_RNA"
"EIF2AK4" "protein_coding"
"H3P38" "processed_pseudogene"
"SRP14" "protein_coding"
"SRP14-AS1" "lncRNA"
"AC021755.2" "lncRNA"
"AC021755.3" "lncRNA"
"BMF" "protein_coding"
"BMF-AS1" "lncRNA"
"AC021755.1" "processed_pseudogene"
"BUB1B" "protein_coding"
"PAK6" "protein_coding"
"BUB1B-PAK6" "protein_coding"
"AC020658.4" "lncRNA"
"AC020658.3" "lncRNA"
"AC020658.7" "TEC"
"C15orf56" "lncRNA"
"AC020658.6" "TEC"
"PLCB2" "protein_coding"
"ANKRD63" "protein_coding"
"AC020658.5" "lncRNA"
"PLCB2-AS1" "lncRNA"
"AC020658.1" "processed_pseudogene"
"AC020658.2" "lncRNA"
"INAFM2" "protein_coding"
"CCDC9B" "protein_coding"
"RNA5SP392" "rRNA_pseudogene"
"PHGR1" "protein_coding"
"DISP2" "protein_coding"
"AC013356.4" "lncRNA"
"KNSTRN" "protein_coding"
"IVD" "protein_coding"
"BAHD1" "protein_coding"
"AC013356.3" "lncRNA"
"AC013356.2" "lncRNA"
"CHST14" "protein_coding"
"AC013356.1" "processed_pseudogene"
"AC091045.2" "lncRNA"
"CCDC32" "protein_coding"
"RNU6-516P" "snRNA"
"RPUSD2" "protein_coding"
"AC091045.1" "misc_RNA"
"KNL1" "protein_coding"
"RN7SL376P" "misc_RNA"
"AC022405.1" "lncRNA"
"RAD51-AS1" "lncRNA"
"RAD51" "protein_coding"
"RMDN3" "protein_coding"
"SUMO2P15" "processed_pseudogene"
"GCHFR" "protein_coding"
"DNAJC17" "protein_coding"
"C15orf62" "protein_coding"
"ZFYVE19" "protein_coding"
"PPP1R14D" "protein_coding"
"SPINT1-AS1" "lncRNA"
"SPINT1" "protein_coding"
"RHOV" "protein_coding"
"AC025166.1" "lncRNA"
"VPS18" "protein_coding"
"AC020661.1" "lncRNA"
"DLL4" "protein_coding"
"ISCA1P4" "processed_pseudogene"
"CHAC1" "protein_coding"
"INO80" "protein_coding"
"AC020661.3" "lncRNA"
"AC020661.2" "lncRNA"
"INO80-AS1" "lncRNA"
"AC020661.4" "lncRNA"
"CYCSP2" "processed_pseudogene"
"AC021753.1" "processed_pseudogene"
"FAM92A1P1" "unprocessed_pseudogene"
"EXD1" "protein_coding"
"RN7SL497P" "misc_RNA"
"CHP1" "protein_coding"
"OIP5-AS1" "lncRNA"
"AC087721.2" "protein_coding"
"OIP5" "protein_coding"
"NUSAP1" "protein_coding"
"AC087721.1" "lncRNA"
"NDUFAF1" "protein_coding"
"RTF1" "protein_coding"
"RNU6-1169P" "snRNA"
"ITPKA" "protein_coding"
"LTK" "protein_coding"
"RPAP1" "protein_coding"
"ELOCP2" "unprocessed_pseudogene"
"TYRO3" "protein_coding"
"AC016134.1" "lncRNA"
"MGA" "protein_coding"
"MIR626" "miRNA"
"AC073657.2" "processed_pseudogene"
"AC073657.1" "lncRNA"
"MAPKBP1" "protein_coding"
"AC020659.2" "lncRNA"
"JMJD7" "protein_coding"
"JMJD7-PLA2G4B" "protein_coding"
"PLA2G4B" "protein_coding"
"SPTBN5" "protein_coding"
"RNA5SP393" "rRNA_pseudogene"
"MIR4310" "miRNA"
"AC020659.1" "lncRNA"
"EHD4" "protein_coding"
"AC039056.2" "lncRNA"
"EHD4-AS1" "lncRNA"
"PLA2G4E-AS1" "lncRNA"
"PLA2G4E" "protein_coding"
"AC039056.1" "lncRNA"
"PLA2G4D" "protein_coding"
"PLA2G4F" "protein_coding"
"VPS39" "protein_coding"
"MIR627" "miRNA"
"AC036103.1" "lncRNA"
"TMEM87A" "protein_coding"
"GANC" "protein_coding"
"BNIP3P5" "processed_pseudogene"
"AC012651.1" "protein_coding"
"CAPN3" "protein_coding"
"ZNF106" "protein_coding"
"RNU6-188P" "snRNA"
"SNAP23" "protein_coding"
"AC018362.1" "lncRNA"
"AC018362.3" "protein_coding"
"LRRC57" "protein_coding"
"HAUS2" "protein_coding"
"AC018362.2" "lncRNA"
"MYL12BP1" "processed_pseudogene"
"STARD9" "protein_coding"
"EIF4EBP2P2" "processed_pseudogene"
"CDAN1" "protein_coding"
"AC090510.3" "lncRNA"
"AC090510.2" "lncRNA"
"TTBK2" "protein_coding"
"AC090510.1" "lncRNA"
"AC090510.4" "lncRNA"
"KRT8P50" "processed_pseudogene"
"FDPSP4" "processed_pseudogene"
"UBR1" "protein_coding"
"AC068724.4" "lncRNA"
"AC068724.3" "pseudogene"
"RPS3AP47" "processed_pseudogene"
"TMEM62" "protein_coding"
"SPCS2P1" "processed_pseudogene"
"AC068724.5" "lncRNA"
"AC068724.2" "lncRNA"
"CCNDBP1" "protein_coding"
"EPB42" "protein_coding"
"TGM5" "protein_coding"
"AC068724.1" "misc_RNA"
"ATP5PDP1" "processed_pseudogene"
"TGM7" "protein_coding"
"AC009852.1" "lncRNA"
"LCMT2" "protein_coding"
"ADAL" "protein_coding"
"ZSCAN29" "protein_coding"
"TUBGCP4" "protein_coding"
"RN7SL487P" "misc_RNA"
"TP53BP1" "protein_coding"
"MAP1A" "protein_coding"
"PPIP5K1" "protein_coding"
"CKMT1B" "protein_coding"
"STRC" "protein_coding"
"RNU6-554P" "snRNA"
"AC011330.3" "protein_coding"
"CATSPER2" "protein_coding"
"RNU6-610P" "snRNA"
"AC011330.2" "lncRNA"
"PDIA3P2" "unprocessed_pseudogene"
"AC011330.1" "unprocessed_pseudogene"
"CKMT1A" "protein_coding"
"STRCP1" "unprocessed_pseudogene"
"RNU6-353P" "snRNA"
"CATSPER2P1" "transcribed_unprocessed_pseudogene"
"RNU6-354P" "snRNA"
"PDIA3" "protein_coding"
"ELL3" "protein_coding"
"AC018512.1" "protein_coding"
"SERF2" "protein_coding"
"MIR1282" "miRNA"
"SERINC4" "protein_coding"
"HYPK" "protein_coding"
"MFAP1" "protein_coding"
"WDR76" "protein_coding"
"AC023356.1" "misc_RNA"
"FRMD5" "protein_coding"
"PIN4P1" "processed_pseudogene"
"ACTBP7" "processed_pseudogene"
"GAPDHP55" "processed_pseudogene"
"CASC4" "protein_coding"
"AC090519.1" "processed_pseudogene"
"AC090519.2" "lncRNA"
"AC025043.1" "lncRNA"
"CTDSPL2" "protein_coding"
"HNRNPMP1" "processed_pseudogene"
"AC025430.1" "lncRNA"
"EIF3J-DT" "lncRNA"
"EIF3J" "protein_coding"
"AC009996.1" "lncRNA"
"SPG11" "protein_coding"
"PATL2" "protein_coding"
"AC025270.1" "misc_RNA"
"B2M" "protein_coding"
"TRIM69" "protein_coding"
"AC122108.3" "lncRNA"
"SORD2P" "transcribed_unprocessed_pseudogene"
"AC122108.2" "lncRNA"
"AC122108.1" "misc_RNA"
"RNU1-119P" "snRNA"
"AC090888.3" "unprocessed_pseudogene"
"AC090888.1" "processed_pseudogene"
"RNU6-1108P" "snRNA"
"TERB2" "protein_coding"
"RNU6-1332P" "snRNA"
"AC090888.2" "processed_pseudogene"
"RNU6-966P" "snRNA"
"RNU1-78P" "snRNA"
"SORD" "protein_coding"
"AC091117.3" "lncRNA"
"AC091117.1" "misc_RNA"
"AC091117.2" "lncRNA"
"DUOX2" "protein_coding"
"DUOXA2" "protein_coding"
"DUOXA1" "protein_coding"
"DUOX1" "protein_coding"
"AC051619.5" "lncRNA"
"SHF" "protein_coding"
"AC051619.3" "lncRNA"
"AC051619.6" "lncRNA"
"AC051619.7" "lncRNA"
"AC051619.9" "TEC"
"AC051619.8" "snoRNA"
"H3P39" "processed_pseudogene"
"AC051619.4" "lncRNA"
"SLC28A2" "protein_coding"
"AC051619.10" "lncRNA"
"AC051619.1" "processed_pseudogene"
"AC051619.2" "processed_pseudogene"
"RNU6-953P" "snRNA"
"GATM" "protein_coding"
"AC025580.3" "lncRNA"
"SPATA5L1" "protein_coding"
"C15orf48" "protein_coding"
"AC025580.1" "lncRNA"
"MIR147B" "miRNA"
"AC025580.2" "lncRNA"
"SLC30A4" "protein_coding"
"HMGN2P46" "transcribed_processed_pseudogene"
"SNORA41B" "snoRNA"
"AC090527.2" "lncRNA"
"DPPA5P2" "transcribed_processed_pseudogene"
"AC090527.4" "lncRNA"
"BLOC1S6" "protein_coding"
"AC090527.3" "protein_coding"
"AC090527.1" "misc_RNA"
"SQOR" "protein_coding"
"AC068722.2" "lncRNA"
"AC068722.1" "lncRNA"
"AC068714.1" "processed_pseudogene"
"AC091074.3" "lncRNA"
"MTND5P40" "processed_pseudogene"
"AC091074.1" "snoRNA"
"AC091074.2" "lncRNA"
"AC012405.1" "lncRNA"
"RNU6-1014P" "snRNA"
"AC073941.1" "lncRNA"
"RN7SKP101" "misc_RNA"
"AC073941.2" "processed_pseudogene"
"AC066615.1" "TEC"
"SEMA6D" "protein_coding"
"RN7SKP139" "misc_RNA"
"AC084882.1" "lncRNA"
"AC023905.1" "lncRNA"
"AC009558.1" "lncRNA"
"AC009558.2" "lncRNA"
"AC012050.1" "lncRNA"
"AC044787.1" "processed_pseudogene"
"LINC01491" "lncRNA"
"AC092078.2" "lncRNA"
"AC092078.1" "lncRNA"
"AC092078.3" "lncRNA"
"SLC24A5" "protein_coding"
"MYEF2" "protein_coding"
"CTXN2" "protein_coding"
"SLC12A1" "protein_coding"
"AC066612.1" "lncRNA"
"AC066612.2" "lncRNA"
"AC023355.2" "lncRNA"
"AC023355.1" "misc_RNA"
"DUT" "protein_coding"
"FBN1" "protein_coding"
"AC022467.2" "lncRNA"
"AC022467.1" "lncRNA"
"AC084757.3" "lncRNA"
"AC084757.4" "lncRNA"
"CEP152" "protein_coding"
"AC084757.1" "processed_pseudogene"
"AC084757.2" "lncRNA"
"AC012379.1" "lncRNA"
"AC012379.2" "lncRNA"
"SHC4" "protein_coding"
"EID1" "protein_coding"
"AC091073.2" "lncRNA"
"KRT8P24" "processed_pseudogene"
"SECISBP2L" "protein_coding"
"AC091073.1" "misc_RNA"
"RN7SL577P" "misc_RNA"
"AC013452.3" "lncRNA"
"COPS2" "protein_coding"
"AC013452.1" "misc_RNA"
"GALK2" "protein_coding"
"NDUFAF4P1" "processed_pseudogene"
"MIR4716" "miRNA"
"AC013452.2" "processed_pseudogene"
"RN7SL307P" "misc_RNA"
"FAM227B" "protein_coding"
"AC022306.2" "lncRNA"
"AC022306.3" "lncRNA"
"AC022306.1" "processed_pseudogene"
"FGF7" "protein_coding"
"DTWD1" "protein_coding"
"AC025040.2" "processed_pseudogene"
"ATP8B4" "protein_coding"
"AC025040.1" "lncRNA"
"RNA5SP394" "rRNA_pseudogene"
"SLC27A2" "protein_coding"
"AC009753.1" "misc_RNA"
"HDC" "protein_coding"
"RN7SL494P" "misc_RNA"
"GABPB1" "protein_coding"
"RNU6-94P" "snRNA"
"GABPB1-IT1" "lncRNA"
"GABPB1-AS1" "lncRNA"
"AC022087.1" "lncRNA"
"MIR4712" "miRNA"
"AHCYP7" "processed_pseudogene"
"USP8" "protein_coding"
"RNA5SP395" "rRNA_pseudogene"
"AC012170.1" "processed_pseudogene"
"USP50" "protein_coding"
"TRPM7" "protein_coding"
"AC084756.1" "lncRNA"
"RN7SL354P" "misc_RNA"
"SPPL2A" "protein_coding"
"AC012100.3" "TEC"
"AC012100.2" "lncRNA"
"AC012100.1" "processed_pseudogene"
"AC021752.1" "lncRNA"
"AP4E1" "protein_coding"
"DCAF13P3" "processed_pseudogene"
"MIR4713HG" "lncRNA"
"TNFAIP8L3" "protein_coding"
"AC073964.1" "lncRNA"
"CYP19A1" "protein_coding"
"MIR4713" "miRNA"
"AC020891.3" "lncRNA"
"MIR7973-2" "miRNA"
"MIR7973-1" "miRNA"
"AC020891.2" "lncRNA"
"GLDN" "protein_coding"
"AC020891.4" "processed_pseudogene"
"AC020891.1" "lncRNA"
"AC066613.2" "lncRNA"
"DMXL2" "protein_coding"
"AC066613.1" "lncRNA"
"SCG3" "protein_coding"
"AC020892.1" "lncRNA"
"AC020892.2" "lncRNA"
"LYSMD2" "protein_coding"
"TMOD2" "protein_coding"
"AC026770.1" "lncRNA"
"TMOD3" "protein_coding"
"AC090971.6" "lncRNA"
"AC090971.7" "misc_RNA"
"AC090971.5" "processed_pseudogene"
"AC090971.1" "misc_RNA"
"AC090971.3" "lncRNA"
"RNU6-90P" "snRNA"
"AC090971.2" "lncRNA"
"AC090971.4" "unprocessed_pseudogene"
"LEO1" "protein_coding"
"MAPK6" "protein_coding"
"MAPK6-DT" "lncRNA"
"AC090970.2" "lncRNA"
"AC090970.1" "lncRNA"
"AC023906.5" "lncRNA"
"AC023906.2" "lncRNA"
"AC023906.1" "processed_pseudogene"
"BCL2L10" "protein_coding"
"GNB5" "protein_coding"
"AC023906.3" "lncRNA"
"AC023906.4" "lncRNA"
"AC010674.1" "misc_RNA"
"CERNA1" "lncRNA"
"MYO5C" "protein_coding"
"MIR1266" "miRNA"
"MYO5A" "protein_coding"
"EEF1B2P1" "processed_pseudogene"
"ARPP19" "protein_coding"
"AC025917.1" "lncRNA"
"FAM214A" "protein_coding"
"AC009754.1" "lncRNA"
"AC009754.2" "lncRNA"
"ONECUT1" "protein_coding"
"AC016044.1" "lncRNA"
"RPSAP55" "processed_pseudogene"
"EEF1A1P22" "processed_pseudogene"
"LINC02490" "lncRNA"
"AC066614.1" "lncRNA"
"WDR72" "protein_coding"
"RNU2-53P" "snRNA"
"RNU6-449P" "snRNA"
"AC084759.1" "processed_pseudogene"
"AC084759.3" "TEC"
"AC084759.2" "lncRNA"
"UNC13C" "protein_coding"
"AC010867.1" "processed_pseudogene"
"HNRNPA1P74" "processed_pseudogene"
"AC025272.1" "lncRNA"
"AC011912.1" "lncRNA"
"RSL24D1" "protein_coding"
"RAB27A" "protein_coding"
"AC018926.2" "lncRNA"
"PIGBOS1" "protein_coding"
"PIGB" "protein_coding"
"CCPG1" "protein_coding"
"AC018926.1" "lncRNA"
"AC018926.3" "lncRNA"
"DNAAF4-CCPG1" "lncRNA"
"MIR628" "miRNA"
"C15orf65" "protein_coding"
"DNAAF4" "protein_coding"
"AC013355.1" "processed_pseudogene"
"PYGO1" "protein_coding"
"AC012378.2" "lncRNA"
"PRTG" "protein_coding"
"AC012378.1" "lncRNA"
"AC009997.1" "processed_pseudogene"
"NEDD4" "protein_coding"
"CNOT6LP1" "processed_pseudogene"
"RN7SL568P" "misc_RNA"
"CD24P2" "processed_pseudogene"
"RFX7" "protein_coding"
"AC084783.1" "processed_pseudogene"
"TEX9" "protein_coding"
"AC068726.1" "lncRNA"
"RNU6-1287P" "snRNA"
"HMGB1P33" "processed_pseudogene"
"AC084782.1" "lncRNA"
"AC084782.2" "lncRNA"
"MNS1" "protein_coding"
"AC084782.3" "lncRNA"
"AC090518.1" "lncRNA"
"ZNF280D" "protein_coding"
"AC090518.2" "misc_RNA"
"AC090517.4" "protein_coding"
"AC090517.2" "lncRNA"
"AC090517.3" "TEC"
"AC090517.5" "lncRNA"
"AC090517.1" "processed_pseudogene"
"AC010999.2" "lncRNA"
"AC010999.1" "lncRNA"
"TCF12" "protein_coding"
"HNRNPA3P11" "processed_pseudogene"
"SNORD13D" "snoRNA"
"LINC00926" "lncRNA"
"LINC01413" "lncRNA"
"NDUFB10P1" "processed_pseudogene"
"CGNL1" "protein_coding"
"RNU6-844P" "snRNA"
"AC025271.3" "lncRNA"
"AC025271.2" "lncRNA"
"AC025271.4" "lncRNA"
"AC025271.1" "processed_pseudogene"
"MYZAP" "protein_coding"
"GCOM1" "protein_coding"
"POLR2M" "protein_coding"
"AC090651.1" "lncRNA"
"ALDH1A2" "protein_coding"
"AC012653.1" "processed_pseudogene"
"AC012653.2" "lncRNA"
"AC025431.1" "lncRNA"
"AQP9" "protein_coding"
"MTCO3P23" "processed_pseudogene"
"MTND3P12" "processed_pseudogene"
"AC066616.2" "processed_pseudogene"
"MTND5P32" "processed_pseudogene"
"MTCYBP23" "processed_pseudogene"
"AC066616.1" "processed_pseudogene"
"LIPC" "protein_coding"
"LIPC-AS1" "lncRNA"
"AC084781.1" "lncRNA"
"AC084781.2" "lncRNA"
"AC018904.2" "lncRNA"
"AC018904.1" "lncRNA"
"ADAM10" "protein_coding"
"HMGB1P51" "processed_pseudogene"
"AC091046.1" "processed_pseudogene"
"HSP90AB4P" "processed_pseudogene"
"RN7SKP95" "misc_RNA"
"AC091046.2" "unprocessed_pseudogene"
"AC090515.7" "lncRNA"
"AC090515.4" "processed_pseudogene"
"AC090515.1" "snoRNA"
"AC090515.3" "lncRNA"
"MINDY2" "protein_coding"
"AC090515.6" "lncRNA"
"AC090515.5" "lncRNA"
"ZNF444P1" "processed_pseudogene"
"RNF111" "protein_coding"
"AC090515.2" "processed_pseudogene"
"SLTM" "protein_coding"
"AC025918.1" "lncRNA"
"AC025918.2" "processed_pseudogene"
"AC092757.1" "processed_pseudogene"
"CCNB2" "protein_coding"
"AC092757.3" "lncRNA"
"AC092757.2" "lncRNA"
"MYO1E" "protein_coding"
"MIR2116" "miRNA"
"LDHAL6B" "protein_coding"
"RNU4-80P" "snRNA"
"AC092756.1" "lncRNA"
"RNU6-212P" "snRNA"
"AC092868.3" "lncRNA"
"FAM81A" "protein_coding"
"AC092868.4" "processed_pseudogene"
"AC092868.2" "processed_pseudogene"
"AC092868.1" "misc_RNA"
"AC092754.2" "processed_pseudogene"
"AC092754.1" "processed_pseudogene"
"RNA5SP396" "rRNA_pseudogene"
"GCNT3" "protein_coding"
"GTF2A2" "protein_coding"
"AC092755.1" "lncRNA"
"BNIP2" "protein_coding"
"PIGHP1" "processed_pseudogene"
"AC092755.2" "lncRNA"
"RPS3AP6" "processed_pseudogene"
"AC092079.2" "lncRNA"
"AC092079.1" "processed_pseudogene"
"NMNAT1P5" "processed_pseudogene"
"FOXB1" "protein_coding"
"MESTP2" "processed_pseudogene"
"AC009654.1" "lncRNA"
"AC037433.1" "lncRNA"
"ANXA2" "protein_coding"
"AC087385.1" "processed_pseudogene"
"AC087385.2" "processed_pseudogene"
"AC087385.3" "unprocessed_pseudogene"
"ICE2" "protein_coding"
"RORA-AS1" "lncRNA"
"RORA" "protein_coding"
"AC107241.1" "lncRNA"
"CYCSP38" "transcribed_processed_pseudogene"
"AC009560.1" "lncRNA"
"AC009560.3" "lncRNA"
"AC009560.4" "lncRNA"
"AC009560.2" "misc_RNA"
"RORA-AS2" "lncRNA"
"RNA5SP397" "rRNA_pseudogene"
"AC022898.1" "lncRNA"
"AC022898.2" "lncRNA"
"AC012404.1" "lncRNA"
"AC012404.2" "lncRNA"
"AC107905.1" "lncRNA"
"AC104574.2" "lncRNA"
"AC104574.1" "lncRNA"
"AC018618.1" "lncRNA"
"AC018618.2" "processed_pseudogene"
"LINC02349" "lncRNA"
"AC009554.1" "lncRNA"
"VPS13C" "protein_coding"
"AC009554.2" "lncRNA"
"AC104590.1" "lncRNA"
"C2CD4A" "protein_coding"
"NPM1P47" "processed_pseudogene"
"C2CD4B" "protein_coding"
"AC126323.2" "lncRNA"
"AC126323.1" "transcribed_unprocessed_pseudogene"
"AC126323.3" "lncRNA"
"AC126323.7" "misc_RNA"
"GOLGA2P11" "transcribed_unprocessed_pseudogene"
"AC126323.4" "unprocessed_pseudogene"
"AC126323.6" "lncRNA"
"AC126323.5" "lncRNA"
"MIR8067" "miRNA"
"MIR6085" "miRNA"
"HMGN1P26" "processed_pseudogene"
"AC032011.1" "lncRNA"
"TLN2" "protein_coding"
"AC100839.1" "lncRNA"
"AC100839.2" "lncRNA"
"MIR190A" "miRNA"
"AC103740.1" "lncRNA"
"AC103740.2" "lncRNA"
"AC079328.1" "processed_pseudogene"
"TPM1" "protein_coding"
"TPM1-AS" "lncRNA"
"AC079328.2" "lncRNA"
"AC087612.1" "lncRNA"
"LACTB" "protein_coding"
"RPS27L" "protein_coding"
"RAB8B" "protein_coding"
"APH1B" "protein_coding"
"CA12" "protein_coding"
"LINC02568" "lncRNA"
"AC007950.1" "lncRNA"
"AC007950.2" "lncRNA"
"USP3" "protein_coding"
"USP3-AS1" "lncRNA"
"FBXL22" "protein_coding"
"HERC1" "protein_coding"
"AC073167.1" "lncRNA"
"MIR422A" "miRNA"
"AC015914.2" "unprocessed_pseudogene"
"DAPK2" "protein_coding"
"AC015914.1" "lncRNA"
"CIAO2A" "protein_coding"
"SNX1" "protein_coding"
"AC100840.1" "misc_RNA"
"SNX22" "protein_coding"
"PPIB" "protein_coding"
"CSNK1G1" "protein_coding"
"AC087632.2" "protein_coding"
"AC087632.1" "snoRNA"
"PCLAF" "protein_coding"
"TRIP4" "protein_coding"
"AC091231.1" "misc_RNA"
"ZNF609" "protein_coding"
"AC091231.2" "lncRNA"
"GAPDHP61" "processed_pseudogene"
"AC090543.3" "processed_pseudogene"
"AC090543.2" "processed_pseudogene"
"AC090543.1" "misc_RNA"
"RNU6-549P" "snRNA"
"OAZ2" "protein_coding"
"AC100830.3" "lncRNA"
"AC100830.2" "lncRNA"
"AC100830.1" "lncRNA"
"RBPMS2" "protein_coding"
"MIR1272" "miRNA"
"PIF1" "protein_coding"
"PLEKHO2" "protein_coding"
"AC069368.1" "protein_coding"
"AC069368.2" "lncRNA"
"ANKDD1A" "protein_coding"
"AC103691.2" "lncRNA"
"AC103691.1" "lncRNA"
"SPG21" "protein_coding"
"MTFMT" "protein_coding"
"AC013553.2" "processed_pseudogene"
"SLC51B" "protein_coding"
"AC013553.3" "lncRNA"
"RASL12" "protein_coding"
"KBTBD13" "protein_coding"
"AC013553.4" "lncRNA"
"UBAP1L" "protein_coding"
"AC013553.1" "processed_pseudogene"
"PDCD7" "protein_coding"
"CLPX" "protein_coding"
"CILP" "protein_coding"
"AC068213.1" "TEC"
"RNU6-686P" "snRNA"
"PARP16" "protein_coding"
"SNORA24B" "snoRNA"
"RNU5A-1" "snRNA"
"AC105129.2" "processed_pseudogene"
"RNU5B-1" "snRNA"
"IGDCC3" "protein_coding"
"IGDCC4" "protein_coding"
"DPP8" "protein_coding"
"AC105129.3" "processed_pseudogene"
"AC105129.1" "processed_pseudogene"
"AC011846.1" "misc_RNA"
"HACD3" "protein_coding"
"RNU6-19P" "snRNA"
"INTS14" "protein_coding"
"SLC24A1" "protein_coding"
"AC011939.3" "lncRNA"
"DENND4A" "protein_coding"
"SNORD13E" "snoRNA"
"MIR4511" "miRNA"
"RAB11A" "protein_coding"
"AC011939.2" "lncRNA"
"AC011939.1" "processed_pseudogene"
"HNRNPA1P44" "processed_pseudogene"
"AC084854.1" "snRNA"
"MEGF11" "protein_coding"
"MIR4311" "miRNA"
"AC055855.3" "lncRNA"
"DIS3L" "protein_coding"
"AC055855.2" "lncRNA"
"TIPIN" "protein_coding"
"SCARNA14" "scaRNA"
"AC055855.1" "misc_RNA"
"RPL9P25" "processed_pseudogene"
"MAP2K1" "protein_coding"
"ATP5MFP6" "processed_pseudogene"
"RPL35AP32" "processed_pseudogene"
"AC116913.1" "lncRNA"
"SNAPC5" "protein_coding"
"MIR4512" "miRNA"
"RPL4" "protein_coding"
"SNORD18C" "snoRNA"
"AC116913.2" "snoRNA"
"SNORD18B" "snoRNA"
"SNORD16" "snoRNA"
"SNORD18A" "snoRNA"
"ZWILCH" "protein_coding"
"LCTL" "protein_coding"
"LINC01169" "lncRNA"
"SMAD6" "protein_coding"
"AC013564.1" "lncRNA"
"AC110048.1" "processed_pseudogene"
"AC110048.2" "lncRNA"
"AC093334.1" "lncRNA"
"LINC02206" "lncRNA"
"AC087482.1" "lncRNA"
"HMGN2P47" "processed_pseudogene"
"SMAD3" "protein_coding"
"AC012568.1" "lncRNA"
"AAGAB" "protein_coding"
"RPS24P16" "processed_pseudogene"
"IQCH" "protein_coding"
"IQCH-AS1" "lncRNA"
"C15orf61" "protein_coding"
"AC016355.1" "lncRNA"
"MAP2K5" "protein_coding"
"HNRNPA1P5" "processed_pseudogene"
"SKOR1" "protein_coding"
"AC009292.2" "lncRNA"
"AC009292.1" "lncRNA"
"RNU6-1" "snRNA"
"AC022254.1" "processed_pseudogene"
"AC135628.1" "unprocessed_pseudogene"
"PIAS1" "protein_coding"
"AC107871.1" "protein_coding"
"CALML4" "protein_coding"
"CLN6" "protein_coding"
"HMGN2P40" "processed_pseudogene"
"AC107871.2" "lncRNA"
"FEM1B" "protein_coding"
"ITGA11" "protein_coding"
"AC100825.1" "lncRNA"
"CORO2B" "protein_coding"
"CARS1P1" "processed_pseudogene"
"ANP32A" "protein_coding"
"MIR4312" "miRNA"
"SPESP1" "protein_coding"
